24,10291086,
24,10307632,
24,10532661,
25,46521533,2.98
25,179445110,
26,10315024,1.84
26,10295360,
26,153803624,7
27,36817130,1.44
27,431513547,1
27,10790934,1.27
9,15716473,
9,19400150,
9,10315402,
28,51259217,
28,173944314,
28,374122959,
29,10534111,
29,35656906,
23,10293402,
23,10308566,
23,10319347,
30,10452490,4.22
30,47041166,2.58
30,10452419,1.48
