31,473729880,13.99
31,44986936,5.28
31,10535051,5.98
32,10324515,5.96
32,172682753,14.98
32,10309544,9.22
33,24287596,9.98
33,24447229,9.98
33,20435163,7.13
34,10535034,3.81
34,100216190,3.28
34,30926256,3.84
35,10849335,3.83
35,20977470,7.13
35,10322416,3.61
36,33616442,4.88
36,22660293,7.13
36,245062975,9.99
37,10451000,2.2
37,47308027,5.79
37,106579478,7.39
